layer,feat_idx,description,explanation_model,type,max_act_approx,frac_nonzero,top_pos_tokens,top_neg_tokens
4,16566,terms related to death or being dead,gpt-4o-mini,oai_token-act-pair,8.404,0.004557609558105469,"±, Ļ, », ¾, lift","ics, chaft, abilities, inib, atically"
4,16990,"information related to systematic practices, management processes, and compliance standards",gpt-4o-mini,oai_token-act-pair,3.742,0.01825046539306641," alike,  respectively,  phases,  thereof,  Stre","ī, į, <|outofrange|>,           
 ,                                 "
4,17342," references to regulations, legal matters, and government actions",gpt-4o-mini,oai_token-act-pair,4.165,0.02140363057454427," governments,  regulators,  agencies,  policym,  Congress","rectomy, mia,  poems, naments, ÅĽÄĩ"
4,17405,phrases related to personal feelings and introspection,gpt-4o-mini,oai_token-act-pair,3.052,0.08507855733235677,",âĢĶ, ,--, :--,  Mrs,  doubtless"," Netflix,  2020,  startup,  Android,  smartphone"
4,17426, references to maritime disasters or incidents involving ships,gpt-4o-mini,oai_token-act-pair,3.299,0.0167697270711263," ship,  ships,  sailing,  sail,  sailed"," autism, ncbi,  periodontal,  Clinic,  psoriasis"
4,17797,names of individuals and references to authorship or contributions,gpt-4o-mini,oai_token-act-pair,3.58,0.007320721944173177,"mann, hart, hurst, heimer, ley","ģ, į, 
  
 ,             , <|outofrange|>"
4,17832,details about musical groups and their contributions to music,gpt-4o-mini,oai_token-act-pair,4.181,0.03324572245279948," songs,  album,  lyrics,  music,  song","ľĵ, ĸ, Ĩ, Ģ, Ĥ"
4,17969,customer feedback and experiences related to service quality and expectations,gpt-4o-mini,oai_token-act-pair,1.252,0.03555742899576823,"., .âĢĭ, gered, ingly, .\[","ĵ, Ļ, ĩ, ©, Ĩ"
4,18460," questions that begin with ""What""",gpt-4o-mini,oai_token-act-pair,10.403,0.001756668090820312,"soever,  else,  happens,  happened, ver","°, heets, OSS, Ĥ, İ"
4,18565, awards and nominations in the entertainment industry,gpt-4o-mini,oai_token-act-pair,4.646,0.01725323994954427," awards,  Award,  Awards,  award,  nominations","¯, ""}](#, Ĥ, º, Ł"
4,18573,conditional phrases and words indicating dependency or variability,gpt-4o-mini,oai_token-act-pair,5.506,0.01249821980794271," on,  upon,  thereon, upon,  On"," behalf, ĨĴ, ², ĵ, Ł"
4,18649, references to financial transactions or payments,gpt-4o-mini,oai_token-act-pair,8.381,0.003598848978678385," tribute,  attention,  homage,  âĤ¬,  Â£","», ¨, ĳ, Īĺ, Ļª"
4,19899, phrases related to classifications and evaluations of companies or structures,gpt-4o-mini,oai_token-act-pair,2.784,0.02118237813313802," respectively, sson,  thereof,  among,  thereafter","ĥ½, ı, Ĥ, ·¸, «"
4,19913, references to family relationships and personal histories,gpt-4o-mini,oai_token-act-pair,3.28,0.0359045664469401," daughter,  marriage,  married,  divorce,  father","

                   , 
                , 
                                               , 

      , 
       "
4,19913,Text discussing family members,,human,3.28,0.0359045664469401," daughter,  marriage,  married,  divorce,  father","

                   , 
                , 
                                               , 

      , 
       "
4,20012, references to significant events or changes in context,gpt-4o-mini,oai_token-act-pair,1.116,0.02740414937337239,"ĥ½,                                                                                                                                                                                                                                 ,  
        , 
ĉĉĉ   , č
č
   "," thereof, \]., ?).,  respectively, )]."
4,20259,descriptions and references to locations and activities in a travel or tourism context,gpt-4o-mini,oai_token-act-pair,1.9,0.05664253234863281,"Ļª, ħ, »¿, ¹, ľĵ"," Levels,  Functions,  Conditions,  Sections,  Controls"
4,20375, references to minimum wage and employment-related statistics,gpt-4o-mini,oai_token-act-pair,3.63,0.03022956848144531," employers,  employer,  workers,  jobs,  employee","ī, ±, Ľ, Ĥ¬, ¡"
4,20392,themes of emotional struggle and self-perception in challenging circumstances,gpt-4o-mini,oai_token-act-pair,2.795,0.06407229105631511," was,  were,  ranged, ground, grounds","<|outofrange|>,       
 ,                                         , <|outofrange|>, 

                   "
4,20738, legal terminology and actions related to court proceedings and judgments,gpt-4o-mini,oai_token-act-pair,3.89,0.0226443608601888,"ing, ed, ingly, ings, ING","""}](#, /~, cribe, )|$(, ugh"
4,20793,references to geographic locations and neighborhoods,gpt-4o-mini,oai_token-act-pair,4.209,0.01165072123209635," Of,  And,  To,  As,  From","zheimer, elson,  denominator, ody,  gradient"
4,21212, references to themes of death and struggle against mortality,gpt-4o-mini,oai_token-act-pair,2.248,0.01455275217692057," of, liest,  thereof,  Palace,  Of","ľĵ, Ń, ľ, Ķ, ĵ"
4,21253, keywords related to digital media and social networking,gpt-4o-mini,oai_token-act-pair,1.854,0.01561991373697917,"Ĵ, ľĵ,                                                                   ,                                                                            ,                                                                               ","lor, pace, istic, er, leman"
4,21435,terms related to emotional distress and social commentary,gpt-4o-mini,oai_token-act-pair,1.971,0.02894496917724609,"fulness, ful, fully, lessness, less"," feet,  APPEALS, essions, ĵ,  hereto"
4,21827,phrases indicating associations or connections with other entities,gpt-4o-mini,oai_token-act-pair,5.256,0.004116058349609375,"ĥ½, ľĵ, ĻĤ, ², Ń","arily, liness, cias, ary, ALLY"
4,21843, phrases related to social issues and racial dynamics,gpt-4o-mini,oai_token-act-pair,3.925,0.01963424682617188," Black,  black, Black,  blacks,  Negro","ilib,  Miy,  FM,  Fun,  Fo"
4,22119," specific identifiers and associated values in texts, particularly related to documentation and organization references",gpt-4o-mini,oai_token-act-pair,1.638,0.01933352152506511,"ribe, illus, atinib, mina, coma"," politic,  physically,  topics,  topic,  publication"
4,22404,elements related to body image and societal expectations,gpt-4o-mini,oai_token-act-pair,4.018,0.01680310567220052," replaced,  removed,  gone,  withdrawn,  suspended","ĥ, ı, İ, Ħ, ģ"
4,22621, references to children's education and parenting concerns,gpt-4o-mini,oai_token-act-pair,4.775,0.03682359059651693," children,  child,  parents,  Parents,  Children","""}](#, stanbul, \]](, ignon,  eluted"
4,22780, keywords related to military aid and support,gpt-4o-mini,oai_token-act-pair,7.401,0.02152156829833984," Effects,  Relations,  Experience,  Politics,  Injury","Ł, £,  franc, ©,  novo"
4,22795,expressions of project or organizational management in various contexts,gpt-4o-mini,oai_token-act-pair,6.969,0.1741199493408203,"<|outofrange|>, 

                   , 

    , 
                                     , <|outofrange|>"," impression,  crime,  caliber,  Scientists,  plex"
4,23329,references to financial planning and time management in relation to work tasks,gpt-4o-mini,oai_token-act-pair,1.682,0.04783058166503906," resources,  infrastructure,  spare,  budgets,  supplies","Ļª, Ī, ĻĤ, Ģ, į"
4,23640,possessive pronouns or references to female characters,gpt-4o-mini,oai_token-act-pair,4.874,0.003280957539876302," husband,  own,  daughter,  herself,  boyfriend","ĸ,                                                                      , 

                               , 
  , 
  ÂłÂłÂł"
4,23781,references to membership or leadership within church organizations,gpt-4o-mini,oai_token-act-pair,4.859,0.01831658681233724," church,  Church,  Catholics,  Catholic,  churches"," Leaf,  AMD, atinib,  surfactant,  MX"
4,24155,words related to celebration or events,gpt-4o-mini,oai_token-act-pair,2.708,0.01172478993733724,"ity, ially, ial, ials, ulous","htra, ĥ½, 
                        ,                                                             , 
                                                                "
4,24179, references to legal statutes and provisions,gpt-4o-mini,oai_token-act-pair,2.546,0.007079760233561198,"âĢ²,, cke, xa, --[, ienne","

                   ,  
       , <|outofrange|>, 
  
 , 
                                                "
4,24485,elements related to legal and financial contexts,gpt-4o-mini,oai_token-act-pair,3.507,0.04570452372233073,"lay, unreadable,  conception, forth,  thereof","                                                                             , 
    ,  
         , 
                                                                , 
                                "
4,25710,historical references and discussions about societal structures,gpt-4o-mini,oai_token-act-pair,3.376,0.03117815653483073," centuries,  settlers,  century,  invented,  ancestors","Ļª, ľĵ, ĻĤ, Ļ, «"
4,26056, references to health information and medical conditions,gpt-4o-mini,oai_token-act-pair,0.979,0.04265244801839193,"ĨĴ, ¿½, ±,  
        ,                                                                        ","uego, ()[, ustain,  LLP, ---|"
4,26150, phrases related to artistic representation and critique,gpt-4o-mini,oai_token-act-pair,3.578,0.02435811360677083," artists,  paintings,  artist,  painting,  Artists","ľĵ, Ī, ĩ, Īĺ, »"
4,26186,words or names related to nationalities or ethnic groups,gpt-4o-mini,oai_token-act-pair,5.293,0.002246538798014323," authorities, oslov,  nationals,  Embassy,  counterpart","ĨĴ, Īĺ, İ, į, Ļª"
4,26275, mentions of military personnel and operations,gpt-4o-mini,oai_token-act-pair,4.5,0.04011281331380209," infantry,  troops,  military,  soldiers,  Army"," Bitcoin,  microarray,  blockchain,  copyright,  cookies"
4,26500,terms related to critique or undermining established concepts or norms,gpt-4o-mini,oai_token-act-pair,6.872,0.01129468282063802,"ifies, ¼, », izes, Ģ"," Institutional,  Progress,  Terms,  Enterprises,  accession"
4,26588,specific technical specifications and measurements related to equipment and installations,gpt-4o-mini,oai_token-act-pair,1.506,0.02036444346110026,"                                                             , 
              , 
                                            ,                          ,                       ","oddsidemargin, upgreek, blockList, è±¡, Reviewer"
4,26854,specific names and entities related to trades and contracts,gpt-4o-mini,oai_token-act-pair,4.547,0.01150004069010417,"<|outofrange|>,                                                              ,               ,                                  , č
               ","})}{, }})$, )}{, ))=, }})$."
4,27251,references to conflicts or struggles involving characters or groups,gpt-4o-mini,oai_token-act-pair,2.459,0.04639848073323568," enemy,  assass,  killing,  vengeance,  weapons","widget, blogger, datepicker,  Transcript,  presentations"
4,27283,references to significant or notable locations or entities,gpt-4o-mini,oai_token-act-pair,8.688,0.002472559611002604," strongest,  oldest,  few,  greatest,  biggest","Ĩ, «, ģ, ®, »"
4,27792, references to historical events involving television broadcasts,gpt-4o-mini,oai_token-act-pair,4.642,0.02131493886311849," broadcast,  Broadcasting,  television,  TV,  broadcasting","ĻĤ,  stones, ĸ,  stone, Ĳ"
4,28400,elements related to gaming experiences and social interactions,gpt-4o-mini,oai_token-act-pair,2.924,0.06865278879801433,"., .âĢĭ, .[@, .)., .(","
                                     , <|outofrange|>, 
  , 

                   ,                                         "
4,28655, references to usability or user experience improvements in design contexts,gpt-4o-mini,oai_token-act-pair,1.666,0.01825745900472005,"Ĵ, 

        , <|outofrange|>,                                                                ,                                                                                                                                                                                                                                 ","est, ony, ifically, ely, its"
4,28725,terms related to partnership and collaboration in product development,gpt-4o-mini,oai_token-act-pair,1.026,0.02152474721272786," typically,  usually,  often,  end,  ranging","ĻĤ, .)., $)., )))., )]."
4,29062, phrases related to sports performance and statistics,gpt-4o-mini,oai_token-act-pair,4.041,0.04138787587483724," teammate,  midfield,  opponent,  scoring,  teammates"," ontology,  repositories, idopsis,  catalog,  permissions"
4,29290, terms and definitions related to legal and educational language,gpt-4o-mini,oai_token-act-pair,5.868,0.003071149190266927,"inator, inally, inates, inations,  coined","""}**).,  circumstances, iances, %=,  vivo"
4,29467, programming and code syntax elements,gpt-4o-mini,oai_token-act-pair,6.425,0.04150835673014323,"""]., '])), áĢ¯, áĢº, ').","idden,  Briefly, fections,  annually, Ļª"
4,29521,"elements related to performance, emotional states, and social dynamics in various contexts",gpt-4o-mini,oai_token-act-pair,1.99,0.03423722585042318," situations,  ones,  versions,  shots,  things","
                       , 
                               , <|outofrange|>,                                                             ,          
 "
4,29663,mentions of musical performances and violin-related topics,gpt-4o-mini,oai_token-act-pair,3.56,0.02671368916829427," musical,  orchestra,  pian,  composers,  Orchestra"," malware,  vulnerabilities,  insurer, policy,  ISIS"
4,29679,terms related to secretive organizations and their operations,gpt-4o-mini,oai_token-act-pair,3.852,0.01145394643147787," Moscow,  Kremlin,  Russian,  Ukraine,  Russia"," Cowboys,  Texans,  CRC, <|outofrange|>, 
                                      "
4,29780," terms related to conditions, situations, and causes of actions",gpt-4o-mini,oai_token-act-pair,2.422,0.128814697265625," Himself, >;, ielder, Affirmed, mmHg","

                   , <|outofrange|>, <|outofrange|>,                                                              , 
                                     "
4,29999,key financial and economic concepts,gpt-4o-mini,oai_token-act-pair,2.498,0.02823575337727864," tends,  is,  refers,  dominates,  comes","__.,  whom,  backdrop, .).,  living"
4,30152, references to measurement and statistical data,gpt-4o-mini,oai_token-act-pair,3.442,0.01655228932698568," 34,  33,  37,  31,  41","¸, ±, ĩ, ·¸, ´"
4,30220,sentences expressing personal experiences and emotions,gpt-4o-mini,oai_token-act-pair,3.827,0.0883165995279948," his,  he,  himself,  him,  He","`), ."""""", `,, `,`, `."
4,30323, references to monetary transactions or financial agreements,gpt-4o-mini,oai_token-act-pair,6.24,0.02336502075195312," P, §, Ľ, ·, P","ettes,  Somal, escence, swick,  Hur"
4,30498, references to historical figures and events related to the American West,gpt-4o-mini,oai_token-act-pair,3.25,0.005054791768391927," father,  eldest,  born,  married,  daughter","Ĥ¬, Ļ, », Ģ, metrics"
4,30561,terms related to music and its structure,gpt-4o-mini,oai_token-act-pair,2.214,0.01411692301432292,"ity, alam, ification, ale, charg","                                       ,             
 ,        
 ,                                                          , 
            
           "
4,31208," the word ""so"" in varying contexts and frequencies",gpt-4o-mini,oai_token-act-pair,8.343,0.001566569010416667,"aking, aring, aps, bject, jour","down, ible, ership, noreply, less"
4,31384, phrases related to actions or requests,gpt-4o-mini,oai_token-act-pair,5.375,0.007388432820638021," in, in,  therein, In,  In","³, ¸, «, ĥ½, ·¸"
4,31474, references to book covers and their design elements,gpt-4o-mini,oai_token-act-pair,4.771,0.03583558400472005," books,  Books,  book,  novels,  publishers","Ĺ, ĸ, ĨĴ, ¿½, Ĥ¬"
4,31822, instances of citizenship and immigration issues,gpt-4o-mini,oai_token-act-pair,3.465,0.0150305430094401," Immigration,  immigration,  deportation,  asylum,  deport","·, ī, ĭ, Ĭ, 
                                                                "
4,31945, dialogue containing expressions of personal feelings or experiences,gpt-4o-mini,oai_token-act-pair,3.489,0.02164077758789062," ', .', ?', ...',  ',","âĢĿâĢĶ,  âĢľ, ^\[[@, âĢĿ;,  âĢľ["
4,32141, contexts related to client communication and service solutions,gpt-4o-mini,oai_token-act-pair,4.467,0.0229949951171875," Tamil,  India,  Delhi,  Mumbai,  Bengal"," Otto,  Pittsburgh,  fluor,  NFL,  Michigan"
4,32145,words related to personal opinions and evaluations of others,gpt-4o-mini,oai_token-act-pair,2.106,0.04787000020345052," women,  journalism,  people,  âĢĺ,  religion"," thereof,  accordingly,  therefrom,  thereafter,  thereto"
4,32483,elements related to navigation and directional instructions,gpt-4o-mini,oai_token-act-pair,3.222,0.02926445007324219," roads,  route,  highways, Route,  Route","·¸, », °, ¿½, Ī"
4,32691, references to nuclear power and military capability,gpt-4o-mini,oai_token-act-pair,3.068,0.03253428141276041," Europe,  countries,  EU,  Britain,  Germany","ľĵ, 
                 ,                                                                                                 ,              , <|outofrange|>"
5,7541, references to legal and government proceedings,gpt-4o-mini,oai_token-act-pair,11.768,0.5503053665161133,"
,  ,                         , 

, he","
ĉ     , 


   , č
                       , 
          ,                   "
5,7556, references to legal proceedings and government actions,gpt-4o-mini,oai_token-act-pair,11.434,0.5341679255167643," ',  R,  ':,  He, 
","
ĉ     , č
                       , 


   , <|outofrange|>, 
  âĢĥ"
5,12173, references to specific data or factual information,gpt-4o-mini,oai_token-act-pair,15.988,0.552209218343099,"
, 

, S,                         ,  ","č
                       , 
ĉ     , 


   , 
          , 
  âĢĥ"
5,16160,references to limitations and constraints in the context of governance or regulations,gpt-4o-mini,oai_token-act-pair,13.055,0.5457178751627604," ', 
,  ':, s, l","
ĉ     , č
                       , 
          , 


   , <|outofrange|>"
5,23666,legal terms and phrases related to governmental or administrative processes,gpt-4o-mini,oai_token-act-pair,17.668,0.5511900583902994,"
,  , S, ', 

","
ĉ     , č
                       , 


   , 
          , <|outofrange|>"
5,26129, various forms of punctuation and formatting in the text,gpt-4o-mini,oai_token-act-pair,15.494,0.002056121826171875," strength,  char, ctions,  tolerated,  collect","              , 

      ,                                                                   ,                         ,                                      "
5,26770, programming or coding-related keywords and syntax,gpt-4o-mini,oai_token-act-pair,10.491,0.004039128621419271,"
ĉ     , <|outofrange|>, 

                                         , 
                                       , 
          "," spirits,  ears,  operating,  pie,  together"
